港澳频道-,#genre#
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
内蒙古农牧,http://play1-qk.nmtv.cn:80/live/1686561299036179.m3u8
内蒙古新闻综合,http://play1-qk.nmtv.cn/live/1686560423879174.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
内蒙古文体娱乐,http://play1-qk.nmtv.cn/live/1686561195713372.m3u8
内蒙古经济生活,http://play1-qk.nmtv.cn/live/1686562470947181.m3u8
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.m3u8
内蒙古蒙语文化,http://play1-qk.nmtv.cn/live/1686561065304370.m3u8
江苏新闻,https://migu.188766.xyz/?migutoken=3c6c85d0a364a395ed6b4b3cf2f3b0d3&id=%E5%85%AC%E5%85%B1%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&type=yy
江苏国际,https://migu.188766.xyz/?migutoken=33a956767bcdb193952b4453bed8e583&id=%E6%B1%9F%E8%8B%8F%E5%9B%BD%E9%99%85&type=yy
江苏综艺,https://migu.188766.xyz/?migutoken=7e503d6d0d1ce929ec37d16befca0d70&id=%E6%B1%9F%E8%8B%8F%E7%BB%BC%E8%89%BA%E9%A2%91%E9%81%93&type=yy
江苏影视,https://migu.188766.xyz/?migutoken=49c3bc2fda68e328c352143b2f18ee47&id=%E6%B1%9F%E8%8B%8F%E5%BD%B1%E8%A7%86%E9%A2%91%E9%81%93&type=yy
江苏教育,https://migu.188766.xyz/?migutoken=1dd72e09b74dd850b29fd7d2ca9a1a0a&id=%E6%B1%9F%E8%8B%8F%E6%95%99%E8%82%B2&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=63e03c9d971a2239bb5a2498c92f81bf&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
南京新闻综合,https://migu.188766.xyz/?migutoken=49aa52504af0471cd1681ae626339a6b&id=%E5%8D%97%E4%BA%AC%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&type=yy
南京教科,https://migu.188766.xyz/?migutoken=cabbcb5dceff27da36d2c27cda112659&id=%E5%8D%97%E4%BA%AC%E6%95%99%E7%A7%91%E9%A2%91%E9%81%93&type=yy
南京十八,https://migu.188766.xyz/?migutoken=de753daf24cbcad9c40a4c334f7aeeb9&id=%E5%8D%97%E4%BA%AC%E5%8D%81%E5%85%AB%E9%A2%91%E9%81%93&type=yy
盐城新闻综合,https://migu.188766.xyz/?migutoken=b29e7850dcf33df4c02a9df4b9c21e60&id=%E7%9B%90%E5%9F%8E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
淮安新闻综合,https://migu.188766.xyz/?migutoken=4bc4708343174c4e05289b12c9c1e40f&id=%E6%B7%AE%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
泰州新闻综合,https://migu.188766.xyz/?migutoken=ce1c1fdb006ea4d495e1fdfe01aa126f&id=%E6%B3%B0%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
连云港新闻综合,https://migu.188766.xyz/?migutoken=74e9ab9055a60c7e2b35984f8eadad49&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
宿迁新闻综合,https://migu.188766.xyz/?migutoken=525b8edfe34cf977acf881351abc9200&id=%E5%AE%BF%E8%BF%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
徐州新闻综合,https://migu.188766.xyz/?migutoken=65eeda48329cd4f1271eca3440f0bce1&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
江阴新闻综合,https://migu.188766.xyz/?migutoken=0468ef27ecbb2bc5cabea72cb3e9fdd1&id=%E6%B1%9F%E9%98%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
南通新闻综合,https://migu.188766.xyz/?migutoken=d89076d891fedf9a59e0632834650d1a&id=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
宜兴新闻综合,https://migu.188766.xyz/?migutoken=a8cd8094542195142597a8c32435ab00&id=%E5%AE%9C%E5%85%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
溧水新闻综合,https://migu.188766.xyz/?migutoken=02c128558fbe31d3b9bb217a9ed4ae22&id=%E6%BA%A7%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
陕西银龄频道,https://migu.188766.xyz/?migutoken=0c223249e35c31c631e1dc577d3c457a&id=%E9%99%95%E8%A5%BF%E9%93%B6%E9%BE%84%E9%A2%91%E9%81%93&type=yy
陕西都市青春频道,https://migu.188766.xyz/?migutoken=2291cf13cca929737a10a097f56cb438&id=%E9%99%95%E8%A5%BF%E9%83%BD%E5%B8%82%E9%9D%92%E6%98%A5%E9%A2%91%E9%81%93&type=yy
陕西秦腔频道,https://migu.188766.xyz/?migutoken=2a0366e2f4e7f162f28b3fde6325bfdb&id=%E9%99%95%E8%A5%BF%E7%A7%A6%E8%85%94%E9%A2%91%E9%81%93&type=yy
陕西新闻资讯频道,https://migu.188766.xyz/?migutoken=2212ccd3add50335534a539bccdaa1af&id=%E9%99%95%E8%A5%BF%E6%96%B0%E9%97%BB%E8%B5%84%E8%AE%AF%E9%A2%91%E9%81%93&type=yy
超清频道,#genre#
北京卫视4K,https://migu.188766.xyz/?migutoken=ca55d50dc8d102313df94aa41ae9555b&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146
广东卫视4K,http://vvip.lqcc.xyz:8092/stream/channelid/1248069700?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
港台频道,#genre#
凤凰中文,https://migu.188766.xyz/?migutoken=5970c999f381534d4b72267691c0858d&id=fhzw&pp=1
凤凰资讯,https://migu.188766.xyz/?migutoken=232d6ab675b0f7c3679da72932076000&id=fhzx&pp=1
凤凰香港,https://migu.188766.xyz/?migutoken=e8d312e84b1d28811d2c190c1ced5c0f&id=fhhk&pp=1
翡翠台,https://migu.188766.xyz/?migutoken=77c77675a23cd2429572fb95d6b6371f&id=jade_twn&type=dy
翡翠台,https://migu.188766.xyz/?migutoken=7657e87bf739d4734fa90f0e44a87e93&id=%E7%BF%A1%E7%BF%A0%E5%8F%B0&pp=1
无线新闻,https://migu.188766.xyz/?migutoken=2ede206f1eeac50fa744f0657a71dff6&id=inews_twn&type=dy
TVB星河,https://migu.188766.xyz/?migutoken=b33a5f0dcba315c6a90525c7a38d5bdd&id=Xinhe&type=dy
明珠台,https://migu.188766.xyz/?migutoken=878f10a8eca305b7134c6321fff3ecd2&id=pearl_twn&type=dy
华丽翡翠台,https://migu.188766.xyz/?migutoken=2b246f07f7eea5d9ebdf513c8e0e14d3&id=Tvbjade&type=dy
千禧经典,https://migu.188766.xyz/?migutoken=76b83ceb4bf3eb4d816a3e0191076176&id=Tvbclassic&type=dy
天映经典,https://migu.188766.xyz/?migutoken=90af3b0ea61fc3fb7932dc5eac0bd76d&id=Celestial2&type=dy
天映电影,https://migu.188766.xyz/?migutoken=1b505b9e5d14b8109006e8a8a338e070&id=Celestial&type=dy
Astro AOD,https://migu.188766.xyz/?migutoken=1798fa2e97426fa378d9864161ded9d4&id=Aodhd&type=dy
Astro AEC,https://migu.188766.xyz/?migutoken=f0956d7da9395d3795ee1f8935c8cf6a&id=AEC&type=dy
Astro QJ,https://migu.188766.xyz/?migutoken=0827fa18dd7812b72c34ed8ce88ad948&id=Quanjia&type=dy
Astro 欢喜,https://migu.188766.xyz/?migutoken=7731d0dbfaa58c1c5c27b92b59c0e79a&id=Huahee&type=dy
咪视界v6,#genre#
晴彩竞技,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226116/1.m3u8
晴彩篮球,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226118/1.m3u8
晴彩广场舞,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226139/1.m3u8
至臻视界4K,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225687/1.m3u8
咪视界-1,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225636/1.m3u8
咪视界-2,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225637/1.m3u8
咪视界-3,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225638/1.m3u8
咪视界-4,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225639/1.m3u8
咪视界-5,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225640/1.m3u8
咪视界-6,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225641/1.m3u8
咪视界-7,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225643/1.m3u8
咪视界-8,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225644/1.m3u8
咪视界-9,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225646/1.m3u8
咪视界-10,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225657/1.m3u8
咪视界-11,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225674/1.m3u8
咪视界-12,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225676/1.m3u8
咪视界-13,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225678/1.m3u8
咪视界-14,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225679/1.m3u8
咪视界-15,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225680/1.m3u8
咪视界-16,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225681/1.m3u8
咪视界-17,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225682/1.m3u8
咪视界-18,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225683/1.m3u8
咪视界-19,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225684/1.m3u8
咪视界-20,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225685/1.m3u8
咪视界-21,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225686/1.m3u8
咪视界-22,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225688/1.m3u8
咪视界-23,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225689/1.m3u8
咪视界-24,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225690/1.m3u8
咪视界-25,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225692/1.m3u8
咪视界-26,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225693/1.m3u8
咪视界-27,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225694/1.m3u8
咪视界-28,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225695/1.m3u8
咪视界-29,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225697/1.m3u8
咪视界-30,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225699/1.m3u8
咪视界-31,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226125/1.m3u8
bestvlive-1,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225663/1.m3u8
bestvlive-2,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225664/1.m3u8
bestvlive-3,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225665/1.m3u8
bestvlive-4,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225666/1.m3u8
bestvlive-5,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225667/1.m3u8
bestvlive-6,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225669/1.m3u8
bestvlive-7,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225670/1.m3u8
bestvlive-8,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225671/1.m3u8
bestvlive-9,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226102/1.m3u8
bestvlive-10,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226123/1.m3u8
虎牙影视,#genre#
电影_星爷,http://192.168.2.2:35455/huya/11342412
电影_英叔,http://192.168.2.2:35455/huya/11342421
电影_发哥,http://192.168.2.2:35455/huya/11342387
电影_成龙,http://192.168.2.2:35455/huya/11342386
电影_王晶,http://192.168.2.2:35455/huya/11602058
电影_沈腾,http://192.168.2.2:35455/huya/11601968
电影_黄渤,http://192.168.2.2:35455/huya/11352876
电影_强森,http://192.168.2.2:35455/huya/21059581
电影_漫威,http://192.168.2.2:35455/huya/11602034
电影_宇宙,http://192.168.2.2:35455/huya/11342428
电影_怪兽,http://192.168.2.2:35455/huya/21059577
电影_贺岁,http://192.168.2.2:35455/huya/11601971
电影_玄幻,http://192.168.2.2:35455/huya/11342414
电影_谍战,http://192.168.2.2:35455/huya/21059585
电影_战争,http://192.168.2.2:35455/huya/21059592
电影_喜剧,http://192.168.2.2:35455/huya/11352877
电影_港片,http://192.168.2.2:35455/huya/11602043
电影_国产,http://192.168.2.2:35455/huya/11352973
电影_周星星,http://192.168.2.2:35455/huya/11336587
电影_李连杰,http://192.168.2.2:35455/huya/11342390
电影_洪金宝,http://192.168.2.2:35455/huya/11279251
电影_梁家辉,http://192.168.2.2:35455/huya/11342429
电影_许冠英,http://192.168.2.2:35455/huya/11601972
电影_刘德华,http://192.168.2.2:35455/huya/11342424
电影_斯坦森,http://192.168.2.2:35455/huya/21059588
电影_蜘蛛侠,http://192.168.2.2:35455/huya/21059599
电影_贺岁片,http://192.168.2.2:35455/huya/11601986
电影_功夫片,http://192.168.2.2:35455/huya/11352941
电影_黑帮片,http://192.168.2.2:35455/huya/11336719
电影_丧尸片,http://192.168.2.2:35455/huya/21059578
电影_灾难片,http://192.168.2.2:35455/huya/11602075
电影_谍战片,http://192.168.2.2:35455/huya/21059587
电影_战争片,http://192.168.2.2:35455/huya/21059574
电影_犯罪片,http://192.168.2.2:35455/huya/11352974
电影_古装片,http://192.168.2.2:35455/huya/11336590
电影_高分动作,http://192.168.2.2:35455/huya/11352884
电影_动作电影,http://192.168.2.2:35455/huya/11602077
电影_搞笑喜剧,http://192.168.2.2:35455/huya/11342423
电影_喜剧专场,http://192.168.2.2:35455/huya/11602044
电影_欢笑影院,http://192.168.2.2:35455/huya/11352894
电影_不挤影院,http://192.168.2.2:35455/huya/11352897
电影_国产悬疑,http://192.168.2.2:35455/huya/11342395
电影_快意江湖,http://192.168.2.2:35455/huya/11342435
电影_黑帮斗争,http://192.168.2.2:35455/huya/11342419
电影_古墓系列,http://192.168.2.2:35455/huya/11352913
电影_嫣然影厅,http://192.168.2.2:35455/huya/11601977
电影_女神系列,http://192.168.2.2:35455/huya/11336571
电影_经典女神,http://192.168.2.2:35455/huya/11352909
电影_经典港片,http://192.168.2.2:35455/huya/11352965
电影_喜乐影院,http://192.168.2.2:35455/huya/21059580
电影_蘑菇影厅,http://192.168.2.2:35455/huya/11601981
电影_搞笑恐怖,http://192.168.2.2:35455/huya/11601960
电影_死神来了,http://192.168.2.2:35455/huya/11352903
电影_变形金刚,http://192.168.2.2:35455/huya/21059596
电影_怪兽系列,http://192.168.2.2:35455/huya/21059554
搞笑_陈翔六点半,http://192.168.2.2:35455/huya/11274154
游戏赛事,#genre#
[B站]热门赛事,http://192.168.2.2:35455/bilibili/2162281110
[B站]CS 2,http://192.168.2.2:35455/bilibili/21622811
[虎牙]CS 2,http://192.168.2.2:35455/huya/483917
[B站]英雄联盟,http://192.168.2.2:35455/bilibili/6
[虎牙]英雄联盟 𝟙,http://192.168.2.2:35455/huya/660000
[虎牙]英雄联盟 𝟚,http://192.168.2.2:35455/huya/660001
[斗鱼]英雄联盟 𝟙,http://192.168.2.2:35455/douyu/288016
[斗鱼]英雄联盟 𝟚,http://192.168.2.2:35455/douyu/424559
[B站]英雄联盟手游,http://192.168.2.2:35455/bilibili/23138275
[B站]王者荣耀 𝟙,http://192.168.2.2:35455/bilibili/55
[B站]王者荣耀 𝟚,http://192.168.2.2:35455/bilibili/21654762
[虎牙]王者荣耀 𝟙,http://192.168.2.2:35455/huya/660002
[虎牙]王者荣耀 𝟚,http://192.168.2.2:35455/huya/660164
[斗鱼]王者荣耀 𝟙,http://192.168.2.2:35455/douyu/1863767
[斗鱼]王者荣耀 𝟚,http://192.168.2.2:35455/douyu/1984839
[B站]绝地求生,http://192.168.2.2:35455/bilibili/98
[虎牙]绝地求生 𝟙,http://192.168.2.2:35455/huya/660004
[虎牙]绝地求生 𝟚,http://192.168.2.2:35455/huya/660005
[斗鱼]绝地求生,http://192.168.2.2:35455/douyu/100
[斗鱼]绝地地图,http://192.168.2.2:35455/douyu/5818871
[虎牙]和平精英,http://192.168.2.2:35455/huya/660006
[斗鱼]和平精英,http://192.168.2.2:35455/douyu/999
[虎牙]金铲铲之战,http://192.168.2.2:35455/huya/660579
[斗鱼]金铲铲之战,http://192.168.2.2:35455/douyu/9715241
[虎牙]DOTA2,http://192.168.2.2:35455/huya/660118
[斗鱼]DOTA2,http://192.168.2.2:35455/douyu/3811559
[斗鱼]云顶之弈,http://192.168.2.2:35455/douyu/522423
[虎牙]永劫无间,http://192.168.2.2:35455/huya/660115
[斗鱼]永劫无间,http://192.168.2.2:35455/huya/9662891
[B站]使命召唤手游,http://192.168.2.2:35455/bilibili/22741849
[虎牙]使命召唤手游,http://192.168.2.2:35455/huya/11718629
[斗鱼]使命召唤手游,http://192.168.2.2:35455/douyu/9223245
[虎牙]穿越火线,http://192.168.2.2:35455/huya/660101
[斗鱼]穿越火线 𝟙,http://192.168.2.2:35455/douyu/605964
[斗鱼]穿越火线 𝟚,http://192.168.2.2:35455/douyu/5388537
[虎牙]穿越火线手游,http://192.168.2.2:35455/huya/660102
[B站]第五人格,http://192.168.2.2:35455/bilibili/5555
[虎牙]第五人格,http://192.168.2.2:35455/huya/idvesports
[斗鱼]第五人格,http://192.168.2.2:35455/douyu/3226194
[虎牙]逆战,http://192.168.2.2:35455/huya/nsl2021
[B站]无畏契约,http://192.168.2.2:35455/bilibili/22908869
[虎牙]无畏契约,http://192.168.2.2:35455/huya/660679
[斗鱼]无畏契约,http://192.168.2.2:35455/douyu/4585645
[斗鱼]原神,http://192.168.2.2:35455/douyu/10853239
[B站]QQ飞车手游,http://192.168.2.2:35455/bilibili/21743919
[斗鱼]QQ飞车手游,http://192.168.2.2:35455/douyu/5040227
[斗鱼]梦幻西游·手游,http://192.168.2.2:35455/huya/9163712
[斗鱼]街霸,http://192.168.2.2:35455/huya/11437
[B站]JJ斗地主,http://192.168.2.2:35455/bilibili/22021983
[斗鱼]JJ斗地主,http://192.168.2.2:35455/douyu/488743
[斗鱼]我的世界,http://192.168.2.2:35455/douyu/738878
[斗鱼]FIFA,http://192.168.2.2:35455/douyu/7692166
[斗鱼]火影忍者,http://192.168.2.2:35455/douyu/1997723
[斗鱼]跑跑卡丁车,http://192.168.2.2:35455/douyu/7722576
[斗鱼]跑跑卡丁车手游,http://192.168.2.2:35455/douyu/6672862
B站影视,#genre#
蜡笔小新|小芯动漫,http://192.168.2.2:35455/bilibili/30150311
名侦探柯南|姜姜童,http://192.168.2.2:35455/bilibili/32330910
恶搞之家,http://192.168.2.2:35455/bilibili/26752884
武林外传|西瓜放映厅,http://192.168.2.2:35455/bilibili/27554961
爱情公寓|西西晓瓜,http://192.168.2.2:35455/bilibili/31546095
蜡笔小新|新酱不狐涂,http://192.168.2.2:35455/bilibili/30224749
臣臣,http://192.168.2.2:35455/bilibili/30041682
虹猫蓝兔动画轮播,http://192.168.2.2:35455/bilibili/31913902
央视新闻直播,http://192.168.2.2:35455/bilibili/8178490
新华社,http://192.168.2.2:35455/bilibili/22102223
斗鱼影视,#genre#
邵氏电影·1,http://192.168.2.2:35455/douyu/4246519
变形金刚,http://192.168.2.2:35455/douyu/4105989
科幻,http://192.168.2.2:35455/douyu/2793084
隋唐演义,http://192.168.2.2:35455/douyu/7552568
陈佩斯喜剧,http://192.168.2.2:35455/douyu/9286868
Runningman,http://192.168.2.2:35455/douyu/131977
当燕双鹰遇见李元芳,http://192.168.2.2:35455/douyu/3439096
成龙历险记,http://192.168.2.2:35455/douyu/2287949
都市夜魔人,http://192.168.2.2:35455/douyu/610972
小片片说大片,http://192.168.2.2:35455/douyu/4258555
刘老师说电影,http://192.168.2.2:35455/douyu/8317926
牛叔说电影,http://192.168.2.2:35455/douyu/2758565
史君说剧,http://192.168.2.2:35455/douyu/9419771
大漠叔叔,http://192.168.2.2:35455/douyu/1109218
小约翰可汗,http://192.168.2.2:35455/douyu/9738854
科幻Fans布玛,http://192.168.2.2:35455/douyu/3508304
贾玲经典小品,http://192.168.2.2:35455/douyu/10419541
赵本山小品,http://192.168.2.2:35455/douyu/9817716
宋小宝小品,http://192.168.2.2:35455/douyu/9817729
万合天宜,http://192.168.2.2:35455/douyu/9220456
开心锤锤动漫,http://192.168.2.2:35455/douyu/9018297
周星驰,http://192.168.2.2:35455/douyu/122402
香港鬼片,http://192.168.2.2:35455/douyu/8009547
蕃薯粥粥煮好了,http://192.168.2.2:35455/douyu/11878141
爱情公寓|爱情公寓vip,http://192.168.2.2:35455/douyu/6863367
家有儿女|一样二职,http://192.168.2.2:35455/douyu/11827530
懒猫,http://192.168.2.2:35455/douyu/260322
疯狂小潴潴,http://192.168.2.2:35455/douyu/5522351
cym009,http://192.168.2.2:35455/douyu/8231658
电影迷小雅,http://192.168.2.2:35455/douyu/9639225
经典老剧轮播,http://192.168.2.2:35455/douyu/12015111
爱笑会议室,http://192.168.2.2:35455/douyu/9375430
爆笑虫子,http://192.168.2.2:35455/douyu/9942574
狄仁杰 1-4 部,http://192.168.2.2:35455/douyu/6027991
经典,http://192.168.2.2:35455/douyu/11756388
相声,http://192.168.2.2:35455/douyu/9273031
宋江,http://192.168.2.2:35455/douyu/9487003
未解之谜,http://192.168.2.2:35455/douyu/9369468
精讲老剧,http://192.168.2.2:35455/douyu/3715426
【动漫】超燃 怀旧 经典-苹果Zei甜,http://192.168.2.2:35455/douyu/1174353
庆余年,http://192.168.2.2:35455/douyu/7812810
发条电影最TOP,http://192.168.2.2:35455/douyu/2164691
我叫孙火旺,http://192.168.2.2:35455/douyu/9770949
挖沟连彭沟长,http://192.168.2.2:35455/douyu/8413092
牛叔说电影二台,http://192.168.2.2:35455/douyu/10010651
蔡老板家的长工,http://192.168.2.2:35455/douyu/8869614
一目十影,http://192.168.2.2:35455/douyu/3643605
人气港剧,http://192.168.2.2:35455/douyu/5261342
求求扣扣困困,http://192.168.2.2:35455/douyu/8795274
橙记,http://192.168.2.2:35455/douyu/4549169
单纯的顺才少爷,http://192.168.2.2:35455/douyu/10084875
斗鱼20415,http://192.168.2.2:35455/douyu/20415
【奇光】林正英，僵尸，鬼片 24H,http://192.168.2.2:35455/douyu/11849873
《游钓中国》第十季同步更新中,http://192.168.2.2:35455/douyu/791411
炊事班的故事,http://192.168.2.2:35455/douyu/319576
小毅主播,http://192.168.2.2:35455/douyu/6906628
伊太刀刀,http://192.168.2.2:35455/douyu/747764
疯狂尛瀦瀦,http://192.168.2.2:35455/douyu/4290711
冰冰小剧场,http://192.168.2.2:35455/douyu/74374
狄胖胖与李乖乖,http://192.168.2.2:35455/douyu/12183882
歪歪影视,#genre#
小甜甜-悬疑电视剧,http://192.168.2.2:35455/yy/504368
虎牙影视,#genre#
音乐石榴[音乐],http://192.168.2.2:35455/huya/17091681
治愈放松[音乐],http://192.168.2.2:35455/huya/21241811
阅读学习[音乐],http://192.168.2.2:35455/huya/21241813
香港喜剧大全,http://192.168.2.2:35455/huya/23865080
周星星,http://192.168.2.2:35455/huya/11342412
不发威当我Kitty,http://192.168.2.2:35455/huya/11342403
四大裁子之首,http://192.168.2.2:35455/huya/11602058
嶺外奇服兮,http://192.168.2.2:35455/huya/26355850
依依妹妹在等你,http://192.168.2.2:35455/huya/138531
偷心大盗ヽ龍宝,http://192.168.2.2:35455/huya/11342386
堆堆港剧日常,http://192.168.2.2:35455/huya/23903123
7喜先生,http://192.168.2.2:35455/huya/11342421
之而成冠毛,http://192.168.2.2:35455/huya/26355802
我爱黑科技,http://192.168.2.2:35455/huya/11602068
堆堆港剧日记,http://192.168.2.2:35455/huya/23903130
可爱的小强,http://192.168.2.2:35455/huya/11342435
逗比宝宝,http://192.168.2.2:35455/huya/11342427
尽是与君别,http://192.168.2.2:35455/huya/26355824
我是周粤驰,http://192.168.2.2:35455/huya/23864973
iTVB大后宫,http://192.168.2.2:35455/huya/23863804
埋堆搞搞震,http://192.168.2.2:35455/huya/23734169
我叫山鸡哥,http://192.168.2.2:35455/huya/23734246
实力拔萝卜,http://192.168.2.2:35455/huya/11601960
槽老师,http://192.168.2.2:35455/huya/11336571
核桃姐姐,http://192.168.2.2:35455/huya/11342390
千里,http://192.168.2.2:35455/huya/20985776
Yummy,http://192.168.2.2:35455/huya/11336587
樹袋熊小九九,http://192.168.2.2:35455/huya/11282233
小怪兽、,http://192.168.2.2:35455/huya/11602044
漓江塔景区售票阿姨,http://192.168.2.2:35455/huya/11602082
阿呀呀阿sir,http://192.168.2.2:35455/huya/23865171
笙歌,http://192.168.2.2:35455/huya/11352965
冷门港片大全,http://192.168.2.2:35455/huya/23903196
飙车的老司机,http://192.168.2.2:35455/huya/11352894
小军迷,http://192.168.2.2:35455/huya/11352909
合班阿離,http://192.168.2.2:35455/huya/26355792
鯎爺,http://192.168.2.2:35455/huya/11352944
里昂保护的马蒂达,http://192.168.2.2:35455/huya/21059594
海绵宝宝,http://192.168.2.2:35455/huya/11352919
杰克,http://192.168.2.2:35455/huya/11602046
农民,http://192.168.2.2:35455/huya/29580971
李卫,http://192.168.2.2:35455/huya/26355788
西游记,http://192.168.2.2:35455/huya/26355861
神探·,http://192.168.2.2:35455/huya/11352958
贺岁,http://192.168.2.2:35455/huya/11601986
红色,http://192.168.2.2:35455/huya/353798
超,http://192.168.2.2:35455/huya/26355829
丹,http://192.168.2.2:35455/huya/11352935
扫黑,http://192.168.2.2:35455/huya/11342404
成立,http://192.168.2.2:35455/huya/11601981
宝莲灯,http://192.168.2.2:35455/huya/21059563
熊猫,http://192.168.2.2:35455/huya/11601958
神医,http://192.168.2.2:35455/huya/11601978
梁家辉,http://192.168.2.2:35455/huya/11342429
王宝强,http://192.168.2.2:35455/huya/11352877
封神榜,http://192.168.2.2:35455/huya/23749096
天地争霸美猴王,http://192.168.2.2:35455/huya/23735126
野原的一家,http://192.168.2.2:35455/huya/11352970
唯爱,http://192.168.2.2:35455/huya/21059567
神探,http://192.168.2.2:35455/huya/11342425
探索,http://192.168.2.2:35455/huya/26355781
刘德华,http://192.168.2.2:35455/huya/11342424
大宋,http://192.168.2.2:35455/huya/26355856
陈翔六点半,http://192.168.2.2:35455/huya/11274154
周星驰吧,http://192.168.2.2:35455/huya/21136378
电影_发哥,http://192.168.2.2:35455/huya/11342387
电影_沈腾,http://192.168.2.2:35455/huya/11601968
电影_强森,http://192.168.2.2:35455/huya/21059581
电影_漫威,http://192.168.2.2:35455/huya/11602034
电影_怪兽,http://192.168.2.2:35455/huya/21059577
电影_警匪,http://192.168.2.2:35455/huya/11352886
